"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-THA,180.0,353.1,580.0,592.0,619.0,706.0,1015.0,1993.0,2323.0,1897.0,2208.0,1934.0,2147.0,1965.0,1898.0,2105.0,2494.0,2504.0,2757.0,3289.0,3007.0,3025.0,3304.0,3397.0,4172.0,4347.0,4685.0,6100.0
geoId-TNN,27.0,27.0,25.0,33.0,32.0,36.0,35.0,39.0,45.0,47.0,49.0,49.0,50.0,50.0,51.0,56.0,56.0,58.0,60.0,60.0,57.0,55.0,61.0,66.0,72.0,79.0,88.0,86.0
geoId-TBH,350.0,425.0,419.0,423.0,396.0,616.0,1357.0,1902.0,2344.0,2683.0,2201.0,2490.0,2727.0,2279.0,1975.0,2020.0,2098.0,2160.0,2043.0,2200.0,2445.0,2671.0,3048.0,3480.0,4723.0,5254.0,5511.0,5690.0
,99.0,149.0,173.8,258.0,365.0,649.0,1697.0,2130.0,3174.0,3443.0,3362.0,3861.0,3710.0,4056.0,4268.0,3558.0,4146.0,4174.0,4510.0,5959.0,5776.0,4600.0,4925.0,5762.0,6110.0,6603.0,6923.0,7280.0
geoId-TGG,350.0,738.0,676.0,805.0,1115.0,1174.0,1405.0,2576.0,4322.0,6297.0,7998.0,8273.0,9381.0,10118.0,11058.0,12833.0,14479.0,15595.0,17295.0,19600.0,20599.0,22862.0,26598.0,28353.0,29318.0,27675.0,28906.0,34751.0
geoId-HCM,291.0,504.0,159.0,838.0,734.0,697.0,2909.0,3816.0,6974.0,8241.0,9188.0,10682.0,9581.0,8621.0,8751.0,8377.0,9227.0,9942.0,10812.0,10937.0,10875.0,11081.0,10672.0,11834.0,12069.0,12297.0,9835.0,11590.0
geoId-NT,30.0,40.2,41.7,50.2,53.5,69.0,57.0,66.0,102.0,123.0,312.0,355.0,388.0,294.0,379.0,160.0,152.0,142.0,218.0,179.0,170.0,201.0,191.0,194.0,216.0,236.0,265.0,238.0
geoId-TVH,3909.0,4550.0,2150.0,3500.0,4590.0,2310.0,4391.0,4928.0,9574.0,12884.0,19688.0,24142.0,24814.0,19789.0,17442.0,20944.0,24678.0,11256.0,20592.0,35465.0,35430.0,37304.0,44844.0,55261.0,62035.0,72027.0,74684.0,81169.0
geoId-TQG,,7.0,8.0,8.0,11.0,13.0,11.0,12.0,13.0,12.0,13.0,12.0,14.0,14.0,16.0,11.0,3.0,1.0,1.0,0.0,,,,,,,,
geoId-TNN,0.0,0.0,0.0,32.6,53.0,18.0,52.0,54.0,62.0,55.0,64.0,62.0,88.0,61.0,67.0,9.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,8.0
geoId-TNH,,,,,,,,10.0,8.0,12.0,3.0,5.0,18.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,
geoId-VLG,57.0,58.2,57.2,60.1,61.2,64.0,71.0,76.0,52.0,44.0,47.0,34.0,27.0,27.0,24.0,16.0,12.0,13.0,11.0,10.0,10.0,9.0,15.0,17.0,13.0,11.0,9.0,1.0
geoId-YBI,,,,,,6.0,,,3.0,5.0,6.0,6.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,12.0,
geoId-DBN,,,,,,,,,1.0,3.0,9.0,11.0,13.0,17.0,7.0,10.0,10.0,11.0,11.0,12.0,14.0,13.0,14.0,15.0,15.0,15.0,15.0,16.0
geoId-DNG,23.0,38.2,70.3,80.0,152.0,186.0,286.0,304.0,517.0,514.0,505.0,203.0,259.0,276.0,253.0,120.0,81.0,130.0,51.0,78.0,80.0,81.0,84.0,100.0,112.0,115.0,118.0,132.0
geoId-ST,650.0,978.6,959.0,1781.0,1707.8,1786.0,4827.0,6674.0,10351.0,12772.0,14426.0,15948.0,14896.0,15207.0,15805.0,16460.0,17783.0,19255.0,20800.0,21275.0,21737.0,22356.0,22493.0,24707.0,24664.0,25540.0,24059.0,28223.0
geoId-DLK,,,,32.6,53.0,18.0,52.0,54.0,53.0,51.0,55.0,54.0,52.0,52.0,52.0,,,,,,,,,,,,8.0,8.0
geoId-DNG1,,,,,,,,,5.0,3.0,7.0,5.0,29.0,5.0,10.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,,
geoId-MRD,47121.0,39652.1,38133.2,39382.1,41400.2,68995.0,118432.0,142908.0,182221.0,222643.0,265761.0,286837.0,309531.0,307070.0,318586.0,353201.0,367092.0,373318.0,436011.0,493366.0,510563.0,539723.0,617718.0,676559.0,751028.0,789748.0,859700.0,966699.0
geoId-RRD,1849.0,2212.7,2669.4,2971.2,3342.1,4450.0,5953.0,9023.0,11645.0,13023.0,13321.0,14098.0,16054.0,14512.0,14981.0,15696.0,15824.0,17463.0,17933.0,19664.0,20962.0,22118.0,25270.0,27828.0,32808.0,34746.0,36545.0,51767.0
geoId-DNI,151.0,237.8,262.0,408.0,625.0,635.0,891.0,1335.0,1564.0,1662.0,1531.0,1262.0,1956.0,4088.0,4102.0,4132.0,4378.0,4625.0,4798.0,4952.0,5184.0,5123.0,5458.0,6307.0,6234.0,6517.0,7115.0,9106.0
geoId-DTP,48.0,33.9,105.0,127.0,145.0,316.0,396.0,634.0,645.0,221.0,103.0,402.0,953.0,1504.0,1737.0,1727.0,1889.0,1900.0,1541.0,1822.0,1399.0,1430.0,1548.0,1556.0,1618.0,1679.0,1750.0,2816.0
