"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-YBI,524.3,532.0,537.8,541.1,548.3,553.0,558.1,562.9,568.2,572.9,578.0,582.8,588.4,594.0,597.5,608.53,614.26,619.64,626.82,627.5,635.1,641.1,646.8,652.7,659.8,660.0,667.94,670.6
geoId-DBN,,,,,,,,,,355.0,367.9,380.2,391.8,404.8,417.3,427.05,436.92,446.79,456.61,466.42,476.2,486.0,495.7,505.4,515.1,520.31,530.09,539.25
geoId-DNG,211.2,215.5,141.2,146.2,145.8,140.5,138.7,136.5,134.7,133.1,130.6,127.6,124.5,120.9,117.5,122.88,126.71,130.03,132.47,134.33,136.9,139.7,141.6,143.4,146.5,149.04,151.16,153.12
geoId-ST,4727.4,4802.5,4431.4,4530.0,4551.8,4770.0,4954.0,5138.7,5307.8,5385.0,5457.5,5559.8,5713.2,5857.4,6035.0,6188.54,5853.71,6003.63,6147.12,6026.38,6168.9,6315.9,6452.7,6508.5,6312.7,6170.61,6150.0,6312.61
geoId-DLK,1140.7,1235.0,1306.5,1362.6,1434.2,1485.1,1520.7,1548.2,1586.2,1272.3,1291.3,1306.0,1320.0,1336.6,1319.3,1327.8,1335.5,1346.95,1358.72,1365.9,1375.4,1386.3,1395.4,1402.4,1409.3,1420.46,1435.19,1440.12
geoId-DNG1,,,,,,,,,,351.7,361.8,377.9,387.9,403.3,418.6,428.87,436.58,450.54,466.2,479.8,492.9,504.9,513.3,521.7,530.4,540.42,556.44,558.13
geoId-MRD,13095.4,13205.0,13245.0,13329.8,13408.8,13443.4,13458.3,13506.0,13342.4,13381.5,13416.2,13426.1,13451.2,13440.4,13257.1,13204.32,13127.66,13124.6,13108.83,13068.63,13041.9,13019.6,12999.7,12973.4,12924.8,12835.77,12827.28,12773.3
geoId-RRD,13985.2,14060.1,13958.8,14002.8,14077.4,14136.9,14201.5,14208.0,14189.4,14043.0,14059.7,14067.3,14022.2,13889.3,13865.7,13875.73,14052.65,14215.07,14318.07,13963.07,14114.1,14257.5,14399.4,14517.3,14489.9,14422.33,14493.38,14625.32
geoId-DNI,1308.4,1334.3,1343.0,1365.4,1385.8,1426.1,1447.7,1468.1,1492.1,1516.5,1539.0,1566.7,1598.6,1631.6,1670.4,1723.25,1780.09,1819.11,1854.88,1895.69,1935.8,1977.6,2014.3,2048.7,1742.0,1770.67,1750.46,1785.5
geoId-DTP,1294.5,1308.8,1320.1,1336.8,1338.8,1349.6,1355.2,1360.4,1365.0,1370.8,1376.9,1378.1,1379.6,1381.1,1370.6,1364.6,1358.08,1351.65,1345.32,1339.09,1333.0,1326.9,1320.9,1313.8,1294.1,1293.87,1278.1,1276.29
